datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations,source,name
02-04-2020,37,21,30,34.9,21,28.9,10.3,32.1,0,0,0,,0,0,23,7.6,353.8,1010,24.4,4.2,287.6,24.8,10,06:05:45,18:28:52,0.3,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,42867099999,V...",obs,"Nagpur, MH, India"
03-04-2020,36,24,29.9,36.9,24,30,14.5,40.3,0,0,0,,0,0,46.4,27.7,83.9,1010.9,31.9,4.3,248.2,21.3,9,06:04:52,18:29:10,0.34,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-04-2020,36,22,28,36.8,22,28.2,18.2,59.6,0.8,100,12.5,rain,0,0,39.6,18.4,126.2,1012.1,32.8,3.4,259.7,22.5,9,06:03:58,18:29:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-04-2020,36,23,28.7,35.4,23,28.9,17.8,55.7,0.3,100,4.17,rain,0,0,23,11.2,64.2,1013,11.8,4.6,258.4,22.3,9,06:03:05,18:29:48,0.4,Rain,Clear conditions througho...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-04-2020,37,23,30,36.2,23,29.8,15.5,44.9,0,0,0,,0,0,22.7,11.2,141.5,1011.9,20.6,4.6,270.1,23.2,9,06:02:12,18:30:06,0.44,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-04-2020,38,22,30.3,36.9,22,29.6,12.6,39.2,0,0,0,,0,0,32,18.4,224.9,1009.4,28.1,4.8,282.3,24.3,9,06:01:20,18:30:25,0.47,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-04-2020,38,24,31,35.7,24,29.7,8,26.4,0,0,0,,0,0,28.8,20.4,268,1010,14.2,4.5,301.8,26.1,10,06:00:28,18:30:44,0.5,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-04-2020,37,25,30.6,35.1,25,29.4,7.2,24.2,0,0,0,,0,0,20.2,14.8,9.9,1010.5,7.9,4.9,301.4,26,10,05:59:36,18:31:03,0.54,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-04-2020,38,23,30.2,35.6,23,29.7,13.1,37.8,0,0,0,,0,0,22.7,14.7,115,1012.2,27.4,4.8,285.9,24.8,10,05:58:45,18:31:23,0.57,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-04-2020,38,24,30.9,35.7,24,30,11.1,31.9,0,0,0,,0,0,18.7,11.1,97.1,1013.6,18.2,5.1,286.3,24.6,9,05:57:54,18:31:42,0.61,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-04-2020,40,25,32.3,38.1,25,31.5,12.3,31.8,0,0,0,,0,0,18.7,25.9,183.1,1011.4,31.7,4.3,294.1,25.2,9,05:57:03,18:32:01,0.64,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-04-2020,39,25,32.6,37.4,25,31.9,13.2,32.9,0,0,0,,0,0,18,7.6,142.7,1009.7,28.5,4.3,279.2,24.1,10,05:56:13,18:32:21,0.67,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-04-2020,39,25,32.2,37.7,25,31.2,11.7,30.9,0,0,0,,0,0,25.6,24.1,195.2,1010.3,28.2,4.5,283.6,24.5,10,05:55:24,18:32:41,0.71,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-04-2020,39,24,31.9,37.4,24,31.2,12.6,33.1,0,0,0,,0,0,37.1,18.4,160.6,1011.3,31.4,4.5,282.5,24.4,10,05:54:35,18:33:01,0.75,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-04-2020,40,24,32.1,38.4,24,31.3,13.1,34.2,0,0,0,,0,0,31.7,16.6,185.2,1009.2,23.2,4.2,287.8,24.9,9,05:53:46,18:33:21,0.77,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-04-2020,42,25,33.8,39,25,32.3,9.7,26.4,0,0,0,,0,0,23.4,22.2,291.3,1007.9,29.8,4.9,283.4,24.5,9,05:52:58,18:33:42,0.81,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-04-2020,40,27,33.5,37.9,27,32.4,11.8,28.9,0,0,0,,0,0,34.6,22.3,13.4,1009.3,26.9,4.7,290.8,25.3,10,05:52:11,18:34:02,0.84,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-04-2020,36,25,29.7,35.8,25,29.9,17,48.5,0.2,100,8.33,rain,0,0,21.6,18.4,190.2,1010.5,36.1,4.2,282.2,24.4,9,05:51:24,18:34:23,0.87,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-04-2020,40,24,32.3,38.7,24,31.8,14.1,37.6,0,0,0,,0,0,27,13,242.1,1009.1,31.4,4.8,298.4,25.8,10,05:50:38,18:34:44,0.91,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-04-2020,40,28,33.9,37.5,28.3,32.4,9.3,25.6,0,0,0,,0,0,36.7,22.3,266.2,1008.4,21.1,4.7,304.6,26.3,10,05:49:53,18:35:05,0.94,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-04-2020,38,25,31.9,36.3,25,31.1,11.8,30.7,0,0,0,,0,0,21.6,11.2,65,1008.4,21.9,4.7,291.3,25.2,10,05:49:08,18:35:27,0.97,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-04-2020,41,25,32.7,39.1,25,32.1,12.6,33.2,0,0,0,,0,0,26.3,12.9,231.2,1007.5,21.6,5.3,287.6,24.8,9,05:48:24,18:35:48,0,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-04-2020,41,24,33.5,39.1,24,32.1,9.9,25.8,0,0,0,,0,0,37.4,24,261.1,1006,21.9,4.5,290.6,25,9,05:47:40,18:36:10,0.04,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-04-2020,40,25,33.2,37.5,25,31.8,9.6,27.2,0,0,0,,0,0,34.6,22.2,273.7,1006.6,28.5,5.8,278.6,24.2,9,05:46:58,18:36:32,0.08,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-04-2020,39,24.7,32.7,36.5,24.7,30.9,6.7,21.3,0,0,0,,0,0,34.9,25.9,260.8,1007.9,15.4,5.2,306.1,26.5,10,05:46:16,18:36:54,0.11,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-04-2020,37,25,30,37.5,25,30.4,16.1,45.7,1.5,100,8.33,rain,0,0,43.9,20.5,55.8,1010.2,33.2,4.5,279.5,24.1,10,05:45:34,18:37:17,0.15,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-04-2020,36,22,27,36.3,22,27.2,18.6,63.4,0.2,100,4.17,rain,0,0,44.6,25.9,353.6,1011.2,33.2,4.6,281.6,24.3,9,05:44:54,18:37:40,0.18,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-04-2020,38,21,29.2,36.9,21,29,15.8,50.2,0,0,0,,0,0,25.9,18.4,199.6,1009.3,28.5,4.8,283.4,24.4,9,05:44:14,18:38:03,0.22,Partially cloudy,Becoming cloudy in the af...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-04-2020,39,25,30.7,41.8,25,31.1,16.6,45.7,2,100,8.33,rain,0,0,46.4,27.7,55.3,1009.7,32.2,4.5,273.9,23.6,10,05:43:35,18:38:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-05-2020,40,24,30.2,38.7,24,30.2,16,45.8,0.2,100,4.17,rain,0,0,46.4,22.3,184.2,1008.8,31.1,4.7,293.7,25.4,10,05:42:58,18:38:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-05-2020,41,24,32.6,39.1,24,31.8,12.6,33.9,0,0,0,,0,0,21.6,7.6,32.7,1006.3,29.6,4.4,291.1,25.3,10,05:42:20,18:39:13,0.32,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-05-2020,43,25,34.3,40,25,32.6,8.2,23.3,0,0,0,,0,0,30.6,16.5,281.1,1006.1,14.5,5.1,311.3,26.9,10,05:41:44,18:39:37,0.35,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-05-2020,43,27,34.7,39.5,26.4,32.9,8.2,21.1,0,0,0,,0,0,24.5,16.6,243.2,1007,14.4,5,288.3,25.1,9,05:41:09,18:40:01,0.39,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-05-2020,40,29,34.6,39.5,28.6,34.1,13.5,29.4,0,0,0,,0,0,25.6,16.6,8.3,1007.3,22.2,5.1,289,25,9,05:40:35,18:40:25,0.42,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-05-2020,39,29,33.2,38,29.1,33.3,15.7,36.7,0,0,0,,0,0,51.8,27.7,110.2,1007.6,26.2,4.5,272.8,23.8,9,05:40:01,18:40:49,0.46,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,42867099999,V...",obs,"Nagpur, MH, India"
07-05-2020,39,25,31.6,40.1,25,32.6,17.7,45.2,0,0,0,,0,0,23,14.8,104.9,1009.2,32.8,5,292.8,25.4,9,05:39:28,18:41:14,0.5,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-05-2020,41,26,32.9,41,26,33.5,16.6,39.8,0,0,0,,0,0,35.6,22.2,187,1007.8,28.9,4.8,274.1,23.6,9,05:38:57,18:41:38,0.53,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-05-2020,41,26,33.1,40.6,26,33.2,15.7,39.2,0,0,0,,0,0,25.6,13,162.5,1008.4,25.5,4.8,298.5,25.8,10,05:38:26,18:42:03,0.56,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-05-2020,38,28,31.6,38.1,28,31.6,15.2,38.2,2,100,20.83,rain,0,0,55.4,29.5,229.6,1009.5,43.9,4.4,271.4,23.4,9,05:37:57,18:42:28,0.59,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-05-2020,38.7,25,32.4,39.8,25,31.7,13.1,32.7,0.8,100,16.67,rain,0,0,27,16.6,259.6,1009.7,38.6,4.8,294.8,25.7,10,05:37:28,18:42:54,0.63,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-05-2020,40.1,26,33.4,39.6,26,33,13.9,32.2,0.1,100,4.17,rain,0,0,28.8,13,159.2,1008.1,34.8,4.8,292,25.2,9,05:37:00,18:43:19,0.66,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-05-2020,39.1,24,30.6,40.4,24,31.7,19.4,55.6,0.2,100,4.17,rain,0,0,30.2,24.1,177.9,1008.2,42.5,4.3,292.7,25.3,10,05:36:34,18:43:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-05-2020,39,24,31.9,40.7,24,32.9,18.8,49.5,0,0,0,,0,0,20.2,9.4,346.1,1007.4,37.8,4.1,296.8,25.7,9,05:36:08,18:44:10,0.75,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-05-2020,41,26,33.8,41,26,34.7,17.4,40.5,0.3,100,12.5,rain,0,0,26.6,22.3,222.9,1005.9,51.9,4.9,283,24.4,9,05:35:44,18:44:35,0.76,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-05-2020,41,26.1,33.6,40.5,26.1,34.4,17.4,41.4,0.3,100,8.33,rain,0,0,32,22.3,222.1,1005.7,38.4,4.9,299.4,25.9,9,05:35:20,18:45:01,0.79,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,42867099999,V...",obs,"Nagpur, MH, India"
17-05-2020,40,25,32.6,39.5,25,32.6,16.2,41.2,0,0,0,,0,0,26.6,18.4,199.9,1005.1,39.1,4.8,299.7,25.8,10,05:34:58,18:45:27,0.82,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-05-2020,42,27,34.4,52.6,27.7,38.4,19.9,43.9,0.4,100,4.17,rain,0,0,34.6,14.8,26.6,1002.3,38.8,5,293.6,25.4,9,05:34:36,18:45:53,0.85,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-05-2020,42,27,33.9,48.4,29.2,36.8,19.8,48.5,0,0,0,,0,0,37.4,36.8,12.5,1001.3,39.5,5.2,283.3,24.4,8,05:34:16,18:46:18,0.89,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-05-2020,43,24,34.6,52.4,24,36,13.3,35.2,0,0,0,,0,0,40.7,24.1,336,1000.3,15.1,4.6,321.9,27.6,10,05:33:57,18:46:44,0.92,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-05-2020,42,28,34.7,38.1,26.7,32.1,0,12.1,0,0,0,,0,0,41.4,16.6,342.1,1002.7,2.1,5.1,329.5,28.6,10,05:33:39,18:47:10,0.95,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-05-2020,43,25,35.2,39.3,25,32.9,3.9,16.4,0,0,0,,0,0,37.8,27.7,329.3,1003.8,5.7,5.2,324.2,27.9,10,05:33:22,18:47:36,0,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-05-2020,44,32,38.1,44,29.9,36.2,5.1,14,0,0,0,,0,0,43.9,22.3,316.6,1004.3,11.7,5.3,316.8,27.4,10,05:33:06,18:48:01,0.02,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-05-2020,45,29,37.5,45,27.8,35.7,5.4,15.2,0,0,0,,0,0,30.6,11.2,301.5,1005.3,20.8,5.1,310.1,27.1,10,05:32:51,18:48:27,0.05,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-05-2020,45.1,30,38.2,45.1,28.5,37,7.8,17,0,0,0,,0,0,26.3,18.4,288.7,1005.2,36.1,5.3,308.3,26.6,10,05:32:37,18:48:52,0.09,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-05-2020,44,29.5,37.6,44,28.8,36.1,8.6,20.1,0,0,0,,0,0,29.2,13,257,1005.3,31.6,5,314.6,27.2,10,05:32:24,18:49:18,0.13,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-05-2020,44,30,37.7,44,28.5,35.7,5.8,14.9,0,0,0,,0,0,37.1,24.1,255.2,1004,9.7,5.3,317.3,27.5,10,05:32:13,18:49:43,0.16,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-05-2020,44,33,37.9,44,31,36.2,8.3,17.7,0,0,0,,0,0,37.1,20.4,290.4,1002.4,15.5,5.2,302.5,26.2,9,05:32:02,18:50:08,0.2,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-05-2020,43,31,37,40.8,29.3,35.8,11.2,22.2,0,0,0,,0,0,36.7,11.2,343.6,1003.5,22.2,5.3,294.9,25.5,9,05:31:53,18:50:33,0.23,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-05-2020,39,26.3,34.8,39.3,26.3,35.5,16.7,35.7,0,0,0,,0,0,33.5,18.3,53.9,1005.4,42.1,4.5,230.1,19.8,9,05:31:45,18:50:57,0.25,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
31-05-2020,41,25,32.6,41,25,33.8,18.7,48.9,0,0,0,,0,0,46.4,31.7,176.3,1007.2,43.4,4.9,263.7,22.7,8,05:31:37,18:51:22,0.3,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-06-2020,30,24,27.8,32.7,24,29.6,21.3,68.3,0,0,0,,0,0,33.1,25.9,214.8,1009.1,58.3,4.2,184.4,15.7,7,05:31:31,18:51:46,0.34,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-06-2020,31,23,27.6,34.6,23,30,22.3,73.5,2.5,100,20.83,rain,0,0,21.6,14.8,134.9,1008.2,57.6,4,119.2,10.3,5,05:31:26,18:52:10,0.37,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-06-2020,31.4,22,26.3,36,22,27.9,23.1,83.5,9.4,100,75,rain,0,0,37.1,18.4,84.7,1007.1,63.4,3,105.3,8.9,5,05:31:22,18:52:33,0.41,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-06-2020,28,25,26.3,30.6,25,27.2,22,78.2,2.7,100,66.67,rain,0,0,65.5,33.3,209.9,1003.6,60.3,4.3,129.2,11,4,05:31:19,18:52:56,0.45,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-06-2020,34,23,28.1,36.5,23,29.8,20.9,67,1.1,100,12.5,rain,0,0,41.8,14.8,265.7,1005.3,39.4,4.6,258.8,22.2,9,05:31:17,18:53:19,0.48,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-06-2020,33,24,26.9,37,24,28.1,22.8,79.8,1,100,16.67,rain,0,0,33.1,31.7,312.7,1005.3,53.6,3.3,256,22,9,05:31:16,18:53:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-06-2020,36,26,29.9,41,26,32.2,21.6,62.9,0.3,100,8.33,rain,0,0,37.1,18.4,280.7,1004.6,57.1,4,245.6,21.2,8,05:31:17,18:54:03,0.55,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-06-2020,36,25,30.3,38.9,25,32.7,21.5,61.4,2,100,12.5,rain,0,0,31.7,24,273.9,1004.4,47.9,4.3,243.4,20.9,9,05:31:18,18:54:24,0.58,"Rain, Partially cloudy",Becoming cloudy in the af...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-06-2020,37,26,30.3,39.3,26,32.9,21.6,61.9,0.4,100,8.33,rain,0,0,46.4,27.7,336.4,1004.3,37.8,4.5,254.4,21.9,8,05:31:20,18:54:45,0.61,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-06-2020,38,26,31,42.3,26,33.9,21.8,60.9,1.6,100,16.67,rain,0,0,28.8,18.4,284.8,1002.8,46.5,4.5,255.1,21.8,9,05:31:23,18:55:06,0.64,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-06-2020,37,26,30.2,41,26,32.8,21.6,62.2,6.6,100,33.33,rain,0,0,46.4,27.7,227.1,1000.8,53.1,4.1,200.2,17.4,7,05:31:27,18:55:25,0.68,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-06-2020,35.1,24,27.9,40.6,24,29.6,23.7,80.8,12.3,100,79.17,rain,0,0,27.7,22.3,274.9,1000.2,69.8,3.1,142.1,12.4,6,05:31:32,18:55:45,0.71,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-06-2020,31,25,27.4,35.5,25,30.1,24.2,83.4,47.6,100,70.83,rain,0,0,19.8,9.4,211.4,1001.3,69.2,2.5,114.3,9.7,4,05:31:38,18:56:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-06-2020,33,24,27.6,40.6,24,29.7,24,82.4,0.9,100,20.83,rain,0,0,55.4,37.1,329.6,1002.1,48.7,3.2,201.2,17.5,7,05:31:45,18:56:21,0.77,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-06-2020,31,25,26.8,37.7,25,28.8,25.4,92.4,17.7,100,100,rain,0,0,23.4,18.4,250.7,1001.8,64.8,2.8,128.9,11.1,6,05:31:53,18:56:39,0.81,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-06-2020,32,24,27,39.2,24,29.1,24.3,86.4,31.6,100,62.5,rain,0,0,29.9,18.4,246.8,1000.4,68.2,3.1,82.5,7.3,3,05:32:01,18:56:55,0.84,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-06-2020,32,23,27.1,40.6,23,30.3,24.4,85.9,6.2,100,45.83,rain,0,0,33.5,22.3,213.6,1001,65.3,2.7,136.2,11.8,5,05:32:11,18:57:11,0.87,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-06-2020,33,26,28.9,39.2,26,32.5,24.2,76.6,0.6,100,20.83,rain,0,0,38.2,22.3,229.3,1002.6,59.9,3.9,167.2,14.4,6,05:32:21,18:57:27,0.9,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-06-2020,33,24.7,28.7,38.1,24.7,31.3,23.1,73.3,18.4,100,45.83,rain,0,0,37.1,16.5,279.9,1003.8,60,3.6,108.1,9.3,5,05:32:32,18:57:41,0.94,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-06-2020,31,26,28.6,36.5,26,31.9,22.8,71.2,0.2,100,4.17,rain,0,0,31,22.3,288.9,1003.9,65.4,3.6,80.5,6.9,3,05:32:44,18:57:55,0.97,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-06-2020,32,26,29.8,37.9,26,33.5,22.8,66.7,3.7,100,20.83,rain,0,0,35.6,18.4,306.2,1002.5,53.9,3.9,97.7,8.5,3,05:32:57,18:58:08,0,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-06-2020,32,24,28.4,37.9,24,31,22.8,72.6,15.4,100,75,rain,0,0,50.4,13,306.5,1001.9,66.8,3.9,175.6,15.2,6,05:33:11,18:58:20,0.04,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-06-2020,27.2,24,25.9,32,24,28.1,25.3,96.6,4.3,100,33.33,rain,0,0,35.6,9.4,231.1,1004.2,72.6,2.5,151.1,13,6,05:33:25,18:58:31,0.07,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-06-2020,34,24,28.1,40.6,24,31.2,24.9,84.7,0,0,0,,0,0,37.1,18.4,212.8,1005.4,53.5,3.4,241.3,20.7,9,05:33:40,18:58:42,0.11,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-06-2020,33,25,28.9,42.1,25,33.4,25.2,81.5,3.9,100,29.17,rain,0,0,27.7,13,203,1005,57.8,3.5,242.6,20.9,8,05:33:55,18:58:51,0.14,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-06-2020,34,25,29.5,40.6,25,33.7,24,73.3,7.9,100,37.5,rain,0,0,29.9,16.6,257.2,1005,48.9,3.9,237,20.4,8,05:34:12,18:59:00,0.18,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-06-2020,33,25,28.4,39.2,25,31.7,24.1,78.7,13.6,100,62.5,rain,0,0,27.4,14.8,257.5,1004.9,69.6,3.8,174.4,15.1,8,05:34:28,18:59:07,0.22,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-06-2020,33,25,27.7,39.2,25,30.5,23.9,80.5,1.6,100,45.83,rain,0,0,21.6,18.4,248.8,1004.9,67.5,3.5,126.7,10.9,5,05:34:46,18:59:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-06-2020,34,25.3,28,41.6,25.3,30.5,24,80.4,1.2,100,37.5,rain,0,0,37.1,18.4,290.4,1004.2,63.1,3.1,208.9,17.9,7,05:35:04,18:59:20,0.29,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
