datetime,temp,tempmax,tempmin,humidity,pressure,cloudcover,visibility,windspeed_capped,precipprob,solarenergy,uvindex,month,precip_log,preciptype
2021-07-28,26.5,30.0,24.0,86.6,1003.1,95.8,3.3,27.7,100,8.6,4,7,1.252762968495368,rain
2021-07-29,25.8,29.0,24.0,91.0,1003.8,95.8,3.2,22.3,100,9.3,5,7,1.0647107369924282,rain
2021-07-30,24.8,26.0,24.0,99.0,1004.0,97.2,2.4,22.3,100,6.8,4,7,2.6946271807700692,rain
2021-07-31,26.5,29.0,24.0,84.8,1003.9,91.7,3.5,29.5,100,12.4,6,7,1.9740810260220096,rain
2021-08-01,26.3,28.0,25.0,87.8,1002.8,90.1,3.4,20.5,100,7.7,4,8,1.5040773967762742,rain
2021-08-02,25.5,28.0,24.0,90.9,1004.0,89.8,3.3,22.3,100,5.0,2,8,0.18232155679395465,rain
2021-08-03,26.5,30.0,24.0,84.1,1006.0,88.9,3.4,22.3,100,13.1,5,8,0.33647223662121295,rain
2021-08-04,26.6,30.0,24.0,85.7,1005.8,84.7,4.0,27.7,100,11.0,4,8,0.18232155679395465,rain
2021-08-05,25.6,28.0,24.5,95.7,1004.0,91.7,3.3,18.4,100,7.7,5,8,1.3609765531356006,rain
2021-08-06,26.6,29.0,24.0,88.3,1003.7,89.8,3.2,18.4,100,10.5,5,8,1.0647107369924282,rain
2021-08-07,27.8,33.0,24.0,80.6,1005.3,59.8,3.4,16.6,100,12.3,5,8,1.410986973710262,rain
2021-08-08,28.4,33.0,25.0,79.7,1007.0,50.5,4.0,16.6,100,18.0,7,8,0.262364264467491,rain
2021-08-09,28.5,33.0,25.0,81.2,1007.3,55.3,3.3,16.5,100,19.6,8,8,2.2300144001592104,rain
2021-08-10,28.4,32.0,25.0,80.1,1006.8,83.3,3.6,18.2,100,15.5,7,8,0.09531017980432487,rain
2021-08-11,28.1,33.0,25.0,80.9,1006.8,75.2,3.5,18.4,100,16.7,8,8,0.33647223662121295,rain
2021-08-12,28.0,34.0,25.0,78.0,1007.6,57.9,4.0,18.4,100,19.3,7,8,0.33647223662121295,rain
2021-08-13,29.0,34.0,25.0,78.1,1006.4,74.1,3.8,13.0,100,20.7,7,8,0.5877866649021191,rain
2021-08-14,29.0,34.0,26.0,70.8,1004.6,74.0,4.1,18.4,100,21.0,9,8,0.33647223662121295,rain
2021-08-15,28.0,33.0,25.0,76.7,1005.0,64.3,3.8,14.8,100,19.7,8,8,0.4700036292457356,rain
2021-08-16,27.9,32.0,24.0,81.6,1006.4,90.3,3.6,18.4,100,15.9,7,8,1.5260563034950492,rain
2021-08-17,25.2,29.0,24.0,98.0,1006.0,97.3,2.0,13.0,100,8.8,4,8,3.6428355156125294,rain
2021-08-18,26.0,29.0,24.0,97.0,1004.0,100.0,2.5,12.9,100,6.4,3,8,3.6712245188752153,rain
2021-08-19,25.5,28.0,24.0,96.1,1003.6,96.3,2.6,16.6,100,6.0,3,8,2.8094026953624978,rain
2021-08-20,25.8,28.0,24.0,94.5,1005.3,97.7,3.7,14.8,100,6.2,3,8,2.0412203288596382,rain
2021-08-21,27.0,30.0,25.0,88.1,1007.5,85.7,3.5,13.0,100,8.2,5,8,1.4816045409242156,rain
2021-08-22,27.2,31.0,25.0,88.6,1008.3,79.4,3.2,9.4,100,17.1,8,8,1.33500106673234,rain
2021-08-23,28.2,33.0,25.0,85.2,1007.8,71.0,3.2,16.6,100,17.5,7,8,1.1631508098056809,rain
2021-08-24,27.8,33.0,25.0,87.5,1007.4,69.2,3.6,14.7,100,17.7,8,8,0.5306282510621704,rain
2021-08-25,28.7,33.0,24.0,79.2,1005.9,58.8,4.1,18.4,100,21.3,8,8,0.262364264467491,rain
2021-08-26,28.5,33.0,25.0,77.2,1004.6,58.1,4.2,16.6,0,18.2,6,8,0.0,none
2021-08-27,27.9,32.0,25.0,79.1,1004.6,58.7,4.0,18.4,100,20.2,8,8,0.09531017980432487,rain
2021-08-28,28.4,33.0,25.0,77.9,1003.4,79.2,3.9,13.0,100,16.3,6,8,0.9162907318741551,rain
2021-08-29,27.7,33.0,25.0,86.2,1002.3,91.2,3.1,14.8,100,13.7,6,8,3.2733640101522705,rain
2021-08-30,26.8,30.0,25.0,95.9,1003.5,90.5,2.9,7.6,100,11.1,7,8,2.5494451709255714,rain
2021-08-31,26.4,30.0,25.0,94.8,1005.5,89.5,3.0,24.1,100,13.0,6,8,2.884800712846709,rain
2021-09-01,25.9,29.0,24.8,97.3,1007.5,90.7,2.5,16.6,100,14.3,6,9,2.312535423847214,rain
2021-09-02,26.8,32.0,25.0,89.0,1007.3,69.5,3.3,11.2,100,15.1,6,9,2.272125885509337,rain
2021-09-03,28.0,33.0,23.0,84.1,1005.8,81.7,3.7,18.4,100,19.1,8,9,1.7227665977411035,rain
2021-09-04,27.2,31.0,24.0,86.1,1005.7,79.9,3.3,11.1,100,13.4,6,9,2.5649493574615367,rain
2021-09-05,28.2,32.0,25.0,82.4,1004.7,54.0,4.0,14.7,100,15.2,6,9,2.1972245773362196,rain
2021-09-06,28.7,34.0,24.0,84.4,1003.9,75.5,3.8,11.1,100,15.0,6,9,2.667228206581955,rain
2021-09-07,26.1,29.0,24.0,97.7,1002.2,91.9,2.8,11.2,100,13.3,5,9,2.4932054526026954,rain
2021-09-08,25.5,27.0,24.0,99.0,1003.8,93.1,2.8,14.8,100,4.2,2,9,2.3978952727983707,rain
2021-09-09,26.7,31.0,24.0,91.3,1005.9,91.7,3.4,14.7,100,12.5,5,9,0.6418538861723948,rain
2021-09-10,26.4,31.0,24.0,91.4,1005.9,93.1,3.3,14.8,100,10.5,6,9,3.0204248861443626,rain
2021-09-11,26.7,31.0,24.0,93.0,1004.5,91.8,3.6,9.4,100,12.1,6,9,2.6602595372658615,rain
2021-09-12,26.8,31.0,25.0,94.0,1002.6,89.8,3.4,16.6,100,14.2,6,9,2.424802725718295,rain
2021-09-13,27.1,30.0,25.0,91.8,1001.2,84.6,2.9,14.7,100,13.7,7,9,1.3609765531356006,rain
2021-09-14,26.5,30.0,25.0,96.5,1001.0,92.1,2.5,14.8,100,8.2,3,9,2.624668592163159,rain
2021-09-15,26.5,29.0,25.0,89.3,1003.5,89.8,2.9,18.4,100,4.9,3,9,2.9069010598473755,rain
2021-09-16,25.7,28.0,24.0,92.0,1005.1,96.8,3.0,14.8,100,4.6,3,9,1.9315214116032138,rain
2021-09-17,26.0,30.0,24.0,93.0,1005.3,92.8,2.7,14.8,100,12.8,6,9,1.2237754316221157,rain
2021-09-18,27.0,31.0,24.0,85.0,1007.5,64.6,3.5,13.0,100,18.6,7,9,0.262364264467491,rain
2021-09-19,27.8,32.0,23.8,83.7,1009.6,60.4,3.6,9.4,100,18.9,8,9,0.262364264467491,rain
2021-09-20,25.8,27.0,25.0,98.3,1008.8,93.5,2.3,7.6,100,12.5,7,9,1.6094379124341003,rain
2021-09-21,25.2,27.0,24.0,98.6,1007.0,78.2,2.4,7.6,100,11.2,5,9,2.6026896854443837,rain
2021-09-22,27.1,33.0,23.0,86.9,1004.9,60.1,3.5,18.4,100,16.6,8,9,0.9555114450274363,rain
2021-09-23,26.7,31.0,24.0,93.0,1005.4,78.6,3.1,18.4,100,15.4,7,9,2.4423470353692043,rain
2021-09-24,27.7,32.0,25.0,87.6,1007.0,72.7,3.1,13.0,100,13.6,6,9,2.3608540011180215,rain
2021-09-25,27.8,31.0,25.0,89.1,1006.7,81.6,2.8,18.4,100,13.0,5,9,1.9600947840472698,rain
2021-09-26,27.6,32.0,24.0,87.1,1004.8,82.4,2.9,9.3,100,16.5,7,9,1.3862943611198906,rain
2021-09-27,28.0,31.0,26.0,79.4,1002.7,86.1,4.0,27.7,100,17.2,8,9,1.791759469228055,rain
2021-09-28,26.3,29.0,24.0,84.8,1003.5,90.7,3.5,28.2,100,11.1,5,9,2.2823823856765264,rain
2021-09-29,27.3,32.0,24.0,83.8,1007.9,54.3,3.9,7.6,100,14.6,6,9,0.09531017980432487,rain
2021-09-30,28.0,34.0,24.8,83.3,1009.4,53.5,3.5,11.2,100,18.0,7,9,0.262364264467491,rain
2021-10-01,28.7,34.0,25.0,83.9,1009.7,65.9,3.4,7.6,100,17.6,7,10,0.6418538861723948,rain
2021-10-02,25.4,27.0,23.0,97.2,1010.6,79.2,3.1,11.1,100,14.3,6,10,2.0541237336955462,rain
2021-10-03,27.5,32.0,24.0,87.0,1009.6,67.8,2.8,16.6,100,17.9,7,10,0.9932517730102833,rain
2021-10-04,28.6,34.0,25.0,81.8,1008.5,57.2,3.7,9.4,100,19.2,8,10,1.0986122886681098,rain
2021-10-05,28.5,33.0,25.0,80.4,1009.3,70.8,3.6,14.7,100,18.0,8,10,1.252762968495368,rain
2021-10-06,28.7,33.0,25.0,78.8,1009.0,40.2,3.8,7.6,100,17.9,7,10,1.7404661748405046,rain
2021-10-07,28.8,33.0,25.0,80.5,1008.3,34.8,3.2,7.6,100,18.4,8,10,0.4700036292457356,rain
2021-10-08,28.8,33.0,25.0,76.9,1007.8,44.3,3.2,14.8,100,16.9,7,10,1.2237754316221157,rain
2021-10-09,28.9,34.0,25.0,76.2,1008.5,44.4,3.5,11.2,100,18.8,8,10,0.4054651081081644,rain
2021-10-10,28.3,34.0,23.0,67.4,1008.8,26.1,4.0,7.6,0,20.6,8,10,0.0,none
2021-10-11,27.6,34.0,23.0,67.0,1008.1,21.9,4.1,9.4,0,20.0,8,10,0.0,none
2021-10-12,27.4,33.0,22.0,67.6,1008.0,29.1,3.8,11.2,0,19.5,9,10,0.0,none
2021-10-13,28.0,34.0,22.8,63.4,1007.6,23.4,4.1,9.3,0,19.7,8,10,0.0,none
2021-10-14,28.3,34.0,24.0,53.1,1007.5,8.0,3.9,14.8,0,21.4,9,10,0.0,none
2021-10-15,27.9,32.0,23.0,57.9,1005.1,39.9,3.6,13.0,0,19.2,8,10,0.0,none
2021-10-16,28.7,33.6,25.0,73.1,1004.3,57.1,3.3,9.4,100,16.2,7,10,1.2809338454620642,rain
2021-10-17,27.1,30.0,26.0,92.9,1005.0,78.5,2.7,16.6,100,9.4,6,10,2.3978952727983707,rain
2021-10-18,26.6,30.0,24.0,89.6,1005.4,66.2,3.2,14.8,100,12.0,5,10,1.7404661748405046,rain
2021-10-19,27.6,33.3,23.0,72.9,1009.6,37.9,3.4,16.6,0,19.5,8,10,0.0,none
2021-10-20,26.6,33.0,21.0,71.4,1013.4,31.4,3.8,5.4,0,19.6,8,10,0.0,none
2021-10-21,25.1,33.0,19.0,58.9,1013.9,9.1,4.0,11.2,0,21.0,9,10,0.0,none
2021-10-22,24.3,33.0,17.0,53.3,1014.3,0.0,3.8,7.6,0,21.4,9,10,0.0,none
2021-10-23,24.2,33.0,18.0,65.2,1014.8,0.0,4.1,7.6,0,20.6,8,10,0.0,none
2021-10-24,24.5,33.0,18.0,71.1,1014.8,9.7,3.5,9.3,0,18.5,8,10,0.0,none
2021-10-25,24.4,32.0,19.0,68.8,1014.2,18.9,3.8,13.0,0,16.0,7,10,0.0,none
2021-10-26,24.4,31.0,18.0,67.6,1013.4,38.3,3.5,13.0,0,14.7,7,10,0.0,none
2021-10-27,25.0,31.0,20.0,60.8,1014.5,13.6,4.0,7.6,0,17.7,7,10,0.0,none
2021-10-28,24.2,30.0,19.0,51.4,1015.2,14.4,3.7,7.6,0,18.9,8,10,0.0,none
2021-10-29,23.1,30.0,16.0,48.7,1016.5,6.6,3.7,9.4,0,20.4,8,10,0.0,none
2021-10-30,23.0,30.0,17.0,47.4,1016.8,17.1,3.7,11.2,0,20.1,8,10,0.0,none
2021-10-31,22.6,30.0,16.0,50.9,1016.1,0.0,3.6,9.4,0,20.3,8,10,0.0,none
2021-11-01,22.2,31.0,14.0,60.2,1014.9,1.2,3.6,7.5,0,20.3,8,11,0.0,none
2021-11-02,23.2,30.0,16.0,63.6,1015.0,37.3,3.3,7.6,0,19.2,8,11,0.0,none
2021-11-03,24.8,30.0,19.0,72.2,1014.4,32.4,2.9,7.6,100,17.1,7,11,0.09531017980432487,rain
2021-11-04,25.5,30.0,21.0,70.8,1013.9,34.8,2.9,7.6,0,16.0,7,11,0.0,none
2021-11-05,24.8,31.4,20.0,56.6,1013.8,9.0,3.6,7.6,0,17.6,8,11,0.0,none
2021-11-06,23.9,30.0,19.0,62.8,1013.0,16.3,3.3,9.3,0,18.5,8,11,0.0,none
2021-11-07,22.6,30.0,17.0,56.3,1013.1,1.1,3.8,7.6,0,19.2,8,11,0.0,none
2021-11-08,22.3,30.0,16.0,50.2,1014.3,0.0,3.4,11.2,0,19.2,8,11,0.0,none
2021-11-09,22.0,29.0,17.0,52.3,1014.9,3.4,2.8,11.2,0,18.7,8,11,0.0,none
2021-11-10,20.9,29.0,13.0,55.1,1014.2,6.3,2.7,9.4,0,19.2,8,11,0.0,none
2021-11-11,21.4,27.0,16.0,49.4,1012.9,65.2,2.9,14.8,0,15.4,7,11,0.0,none
2021-11-12,24.2,29.0,17.0,61.2,1012.4,46.5,2.9,14.7,100,14.0,7,11,0.4700036292457356,rain
2021-11-13,26.6,31.0,23.0,63.2,1012.2,42.4,3.2,9.4,100,9.6,4,11,0.262364264467491,rain
2021-11-14,26.1,31.0,22.0,66.4,1011.8,23.3,3.2,7.6,100,6.8,3,11,0.262364264467491,rain
2021-11-15,25.8,31.0,22.0,55.1,1010.9,44.2,3.0,11.1,100,13.4,6,11,0.33647223662121295,rain
2021-11-16,25.0,30.3,21.0,56.0,1011.7,11.2,3.0,11.2,0,14.4,7,11,0.0,none
2021-11-17,25.8,31.0,21.0,62.6,1013.3,38.7,3.0,14.8,0,13.6,6,11,0.0,none
2021-11-18,26.3,31.0,22.0,67.4,1012.1,32.2,3.5,11.2,0,16.9,7,11,0.0,none
2021-11-19,26.3,31.0,23.0,56.6,1010.2,59.7,3.3,14.8,0,15.7,7,11,0.0,none
2021-11-20,25.7,31.0,22.0,66.7,1010.2,80.8,2.8,11.2,100,10.2,5,11,0.33647223662121295,rain
2021-11-21,26.3,30.0,23.0,80.0,1012.2,56.3,3.1,5.4,100,13.1,6,11,1.4586150226995167,rain
2021-11-22,26.2,30.0,24.0,85.0,1013.5,70.3,2.4,9.4,100,13.7,6,11,1.5260563034950492,rain
2021-11-23,26.4,31.0,23.0,76.1,1013.0,41.9,2.5,5.4,100,15.7,7,11,0.09531017980432487,rain
2021-11-24,25.1,31.0,21.0,68.2,1013.7,22.4,3.2,8.3,0,16.1,7,11,0.0,none
2021-11-25,24.5,30.0,20.0,67.8,1014.4,26.5,3.2,7.5,0,15.2,6,11,0.0,none
2021-11-26,23.4,30.0,19.0,60.3,1014.8,14.7,3.1,7.6,0,16.9,7,11,0.0,none
2021-11-27,21.4,29.0,15.0,47.3,1015.8,11.4,3.6,7.6,0,17.7,8,11,0.0,none
2021-11-28,20.7,29.0,13.0,47.2,1017.1,6.8,4.0,11.2,0,17.3,8,11,0.0,none
2021-11-29,20.4,28.0,14.0,50.2,1017.4,13.1,3.7,9.4,0,17.3,7,11,0.0,none
2021-11-30,20.6,26.0,12.0,50.8,1016.8,49.6,3.0,9.4,0,15.9,7,11,0.0,none
2021-12-01,21.4,28.0,17.0,53.9,1015.7,24.3,3.0,11.2,0,16.9,7,12,0.0,none
2021-12-02,21.5,27.0,16.0,55.3,1015.2,38.5,3.1,9.4,0,16.1,7,12,0.0,none
2021-12-03,21.9,26.0,18.0,57.0,1015.8,60.5,2.9,7.6,0,11.8,6,12,0.0,none
2021-12-04,22.6,29.0,17.0,59.1,1014.9,20.1,2.3,9.4,0,16.3,7,12,0.0,none
2021-12-05,22.5,29.0,17.0,61.4,1014.7,1.6,2.7,11.1,0,16.9,7,12,0.0,none
2021-12-06,23.0,30.0,16.0,60.9,1014.5,0.0,2.7,7.6,0,16.5,7,12,0.0,none
2021-12-07,23.4,29.0,19.0,62.2,1016.0,5.7,2.7,7.6,0,15.0,7,12,0.0,none
2021-12-08,22.4,29.0,18.0,63.4,1016.5,7.1,2.4,9.3,0,15.1,7,12,0.0,none
2021-12-09,23.0,30.0,19.0,59.7,1017.8,30.9,2.6,11.1,0,14.9,7,12,0.0,none
2021-12-10,22.3,28.0,17.0,65.4,1018.5,13.3,2.8,7.6,0,15.2,6,12,0.0,none
2021-12-11,22.0,28.0,18.0,56.6,1018.5,16.5,2.9,7.6,0,14.0,7,12,0.0,none
2021-12-12,20.8,28.0,15.0,57.3,1018.6,0.1,3.1,11.2,0,15.5,7,12,0.0,none
2021-12-13,20.1,27.9,14.0,59.3,1017.4,15.3,3.1,7.6,0,17.2,7,12,0.0,none
2021-12-14,20.2,27.1,14.0,59.7,1016.7,5.5,3.0,7.6,0,16.5,7,12,0.0,none
2021-12-15,19.7,26.8,14.9,65.1,1017.2,26.1,2.5,11.9,0,15.0,7,12,0.0,none
2021-12-16,19.5,27.1,12.0,65.1,1017.8,32.0,2.7,11.1,0,16.5,7,12,0.0,none
2021-12-17,19.5,27.1,13.0,63.9,1018.1,18.2,2.7,5.4,0,16.2,7,12,0.0,none
2021-12-18,20.3,26.3,16.0,59.5,1018.0,8.2,2.5,9.4,0,16.2,7,12,0.0,none
2021-12-19,17.9,24.0,14.0,41.9,1019.5,7.9,3.2,9.4,0,17.5,7,12,0.0,none
2021-12-20,15.5,24.4,8.7,40.6,1019.3,0.0,3.9,7.6,0,17.6,8,12,0.0,none
2021-12-21,16.6,26.0,8.0,43.2,1017.7,0.0,3.7,9.4,0,17.5,7,12,0.0,none
2021-12-22,17.4,27.1,9.0,49.5,1015.6,0.0,3.4,8.5,0,17.2,7,12,0.0,none
2021-12-23,18.5,28.3,10.0,52.6,1014.8,0.0,3.2,7.6,0,17.0,7,12,0.0,none
2021-12-24,20.1,29.3,11.1,57.4,1013.9,0.0,3.3,13.0,0,16.8,7,12,0.0,none
2021-12-25,20.8,28.1,15.0,60.7,1014.6,0.6,3.2,7.6,0,16.9,7,12,0.0,none
2021-12-26,20.2,27.5,13.0,68.6,1016.5,10.1,3.4,7.5,0,16.8,7,12,0.0,none
2021-12-27,21.0,27.0,15.0,72.0,1017.2,39.3,2.6,9.4,0,16.4,7,12,0.0,none
2021-12-28,20.6,27.3,17.0,88.2,1015.8,46.2,1.7,22.3,100,12.7,6,12,2.803360380906535,rain
2021-12-29,19.2,23.1,17.0,85.2,1017.1,74.4,1.9,11.1,100,10.1,6,12,2.631888840136646,rain
2021-12-30,18.1,22.4,15.0,82.1,1020.5,37.4,2.1,12.2,0,12.2,5,12,0.0,none
2021-12-31,18.5,24.0,14.0,76.5,1021.2,20.7,2.6,11.2,0,16.0,7,12,0.0,none
2022-01-01,19.8,26.0,13.0,68.5,1020.4,29.7,2.9,9.4,100,15.6,7,1,0.09531017980432487,rain
2022-01-02,20.5,27.0,15.0,69.0,1018.9,23.5,2.7,9.4,0,15.8,7,1,0.0,none
2022-01-03,20.6,27.0,15.0,66.1,1017.9,18.6,3.3,11.2,0,17.0,7,1,0.0,none
2022-01-04,20.1,28.1,13.0,66.0,1017.6,0.2,3.6,7.5,0,17.2,7,1,0.0,none
2022-01-05,20.3,29.0,13.0,64.3,1016.8,6.1,3.5,11.1,0,17.2,7,1,0.0,none
2022-01-06,20.8,28.1,14.0,69.6,1015.8,5.6,2.9,9.4,0,16.8,7,1,0.0,none
2022-01-07,21.8,29.0,16.0,71.9,1015.7,19.7,3.1,14.8,0,16.7,7,1,0.0,none
2022-01-08,21.7,27.3,15.0,75.6,1015.8,39.5,3.3,14.8,100,15.1,7,1,0.832909122935104,rain
2022-01-09,21.0,24.6,19.0,93.1,1014.0,81.8,2.2,11.2,100,9.4,5,1,2.89591193827178,rain
2022-01-10,20.4,23.0,19.0,94.0,1015.4,74.5,1.8,9.4,100,8.7,4,1,0.262364264467491,rain
2022-01-11,18.9,21.0,18.0,97.8,1015.5,72.5,2.4,7.6,100,7.8,4,1,0.6931471805599453,rain
2022-01-12,19.0,23.0,16.0,90.2,1015.5,75.0,2.8,9.4,100,11.7,5,1,0.33647223662121295,rain
2022-01-13,19.0,24.1,15.0,83.3,1015.2,51.2,3.4,11.2,100,12.3,6,1,0.18232155679395465,rain
2022-01-14,18.0,20.0,16.0,97.7,1014.9,70.6,2.1,9.4,100,6.9,3,1,1.308332819650179,rain
2022-01-15,18.5,23.3,15.0,91.0,1016.8,52.8,2.2,7.6,100,9.5,4,1,0.18232155679395465,rain
2022-01-16,18.7,25.0,13.0,78.1,1018.7,21.6,2.6,13.0,0,16.3,7,1,0.0,none
2022-01-17,19.6,27.0,13.0,72.5,1019.3,17.9,3.3,9.4,0,17.6,7,1,0.0,none
2022-01-18,20.2,27.1,14.0,68.1,1017.3,2.9,3.4,9.4,0,17.9,8,1,0.0,none
2022-01-19,19.0,27.0,13.0,59.3,1015.6,0.0,3.7,7.6,0,18.7,8,1,0.0,none
2022-01-20,19.5,29.0,12.0,59.4,1011.9,0.0,4.0,25.2,0,18.6,8,1,0.0,none
2022-01-21,20.3,28.4,12.0,57.9,1011.3,13.6,3.8,22.3,0,18.4,8,1,0.0,none
2022-01-22,20.4,28.5,11.0,63.8,1009.4,13.9,3.7,20.5,0,17.9,8,1,0.0,none
2022-01-23,20.9,26.5,16.0,60.0,1009.9,33.1,3.8,25.9,0,18.1,8,1,0.0,none
2022-01-24,18.7,24.1,14.3,53.6,1012.5,17.9,2.8,18.4,0,18.9,8,1,0.0,none
2022-01-25,17.2,23.3,11.0,53.5,1014.0,1.9,3.4,7.6,0,19.4,8,1,0.0,none
2022-01-26,17.2,24.0,10.0,52.2,1014.9,1.3,3.9,9.4,0,19.5,8,1,0.0,none
2022-01-27,16.5,24.0,9.0,53.8,1016.7,0.0,3.9,11.2,0,19.7,8,1,0.0,none
2022-01-28,15.4,23.0,9.0,53.9,1017.9,0.0,3.8,11.2,0,20.0,8,1,0.0,none
2022-01-29,16.7,27.0,8.9,53.6,1017.8,0.0,3.9,5.4,0,20.2,8,1,0.0,none
2022-01-30,18.1,29.0,8.0,53.6,1014.8,0.0,3.6,11.1,0,20.1,8,1,0.0,none
2022-01-31,19.8,30.1,9.0,49.8,1012.9,0.0,3.8,13.0,0,20.1,8,1,0.0,none
2022-02-01,20.0,29.0,11.0,45.4,1012.5,0.0,3.9,9.3,0,20.1,8,2,0.0,none
2022-02-02,21.1,31.0,11.0,54.4,1012.9,2.5,3.5,9.4,0,20.0,8,2,0.0,none
2022-02-03,22.0,31.0,13.0,61.6,1009.7,5.6,3.6,20.5,0,19.7,8,2,0.0,none
2022-02-04,20.1,26.0,14.0,43.8,1011.1,0.0,3.8,18.4,0,20.5,8,2,0.0,none
2022-02-05,18.1,27.0,9.0,44.9,1013.8,0.0,3.9,9.4,0,21.0,9,2,0.0,none
2022-02-06,19.2,28.1,11.0,54.1,1016.0,0.0,4.0,7.6,0,20.7,8,2,0.0,none
2022-02-07,20.5,30.0,12.0,54.0,1015.6,0.0,3.7,13.0,0,20.5,8,2,0.0,none
2022-02-08,22.0,29.3,14.0,50.7,1014.1,5.8,3.9,12.9,0,20.3,8,2,0.0,none
2022-02-09,23.4,28.7,18.0,61.9,1012.9,47.4,3.4,16.7,100,16.4,7,2,0.33647223662121295,rain
2022-02-10,22.5,28.0,18.0,56.7,1015.5,24.4,3.7,14.8,0,18.7,7,2,0.0,none
2022-02-11,19.6,27.0,13.8,48.3,1016.7,0.0,3.6,9.4,0,21.3,9,2,0.0,none
2022-02-12,19.2,28.0,10.7,45.9,1015.8,0.0,3.7,13.0,0,21.4,9,2,0.0,none
2022-02-13,20.1,29.0,11.3,48.8,1013.5,0.0,3.8,14.8,0,21.4,9,2,0.0,none
2022-02-14,21.5,30.0,13.0,46.8,1012.8,0.4,3.8,9.3,0,21.1,9,2,0.0,none
2022-02-15,22.4,30.0,14.0,51.2,1012.2,13.8,3.3,11.7,0,20.2,9,2,0.0,none
2022-02-16,22.3,29.0,17.0,63.6,1010.4,40.3,3.2,22.2,100,16.5,8,2,0.09531017980432487,rain
2022-02-17,19.1,23.0,16.4,88.7,1011.4,78.8,2.6,9.4,100,16.6,8,2,0.09531017980432487,rain
2022-02-18,20.9,26.0,16.0,78.5,1012.9,68.8,2.6,7.6,100,16.0,7,2,0.09531017980432487,rain
2022-02-19,23.5,30.1,18.0,72.6,1013.2,55.8,2.7,13.0,0,16.1,8,2,0.0,none
2022-02-20,23.7,31.2,18.0,61.0,1010.6,13.1,3.3,20.5,0,21.1,9,2,0.0,none
2022-02-21,22.6,32.0,12.0,44.4,1011.1,0.6,3.9,18.4,0,22.3,9,2,0.0,none
2022-02-22,22.8,33.0,13.0,39.5,1013.4,0.0,3.7,13.8,0,22.3,9,2,0.0,none
2022-02-23,24.5,34.0,14.0,46.6,1015.0,0.0,3.7,14.7,0,22.4,9,2,0.0,none
2022-02-24,26.4,34.0,18.0,52.2,1015.2,17.3,3.7,20.5,100,20.6,9,2,0.18232155679395465,rain
2022-02-25,25.1,32.0,19.6,43.2,1015.4,12.9,3.8,9.4,0,22.5,9,2,0.0,none
2022-02-26,25.0,32.3,18.0,48.5,1015.5,44.5,3.9,13.0,0,18.4,9,2,0.0,none
2022-02-27,25.7,33.0,18.0,50.3,1015.2,21.2,3.5,14.6,0,19.5,9,2,0.0,none
2022-02-28,26.0,33.0,18.0,48.2,1014.9,14.8,3.7,9.4,0,21.3,9,2,0.0,none
2022-03-01,26.6,34.6,20.7,43.3,1015.3,37.3,3.8,7.6,0,20.8,9,3,0.0,none
2022-03-02,26.3,33.3,19.0,47.1,1015.1,28.5,3.8,7.6,0,22.0,9,3,0.0,none
2022-03-03,26.2,33.0,21.0,46.5,1014.9,55.5,3.3,13.7,100,18.9,8,3,0.33647223662121295,rain
2022-03-04,26.3,33.1,18.0,48.2,1014.6,41.1,3.4,14.8,0,18.7,8,3,0.0,none
2022-03-05,26.5,33.0,20.0,50.6,1013.9,50.0,3.3,9.4,0,21.2,9,3,0.0,none
2022-03-06,25.9,33.0,19.6,41.6,1013.7,16.9,3.7,9.4,0,23.4,9,3,0.0,none
2022-03-07,27.0,34.3,19.8,38.4,1013.7,12.9,3.7,11.2,0,22.7,9,3,0.0,none
2022-03-08,27.1,35.0,18.7,43.2,1013.6,26.9,3.7,11.2,0,20.7,9,3,0.0,none
2022-03-09,27.7,35.0,21.1,39.6,1013.3,28.2,3.6,14.8,0,22.2,9,3,0.0,none
2022-03-10,28.7,35.0,22.0,42.4,1012.4,33.8,3.8,13.0,0,22.2,9,3,0.0,none
2022-03-11,27.6,35.3,22.0,46.3,1012.3,37.3,3.5,22.2,0,22.1,9,3,0.0,none
2022-03-12,28.0,35.0,20.0,39.9,1012.1,14.6,3.7,11.1,0,24.3,9,3,0.0,none
2022-03-13,27.8,36.0,19.8,34.9,1012.7,0.1,3.8,11.2,0,24.8,10,3,0.0,none
2022-03-14,28.2,37.0,18.0,35.6,1012.3,0.0,3.7,9.4,0,24.7,10,3,0.0,none
2022-03-15,30.7,39.0,20.4,34.8,1009.4,3.0,3.8,14.8,0,24.5,10,3,0.0,none
2022-03-16,31.5,40.4,22.6,31.0,1007.8,0.5,3.9,18.4,0,24.8,10,3,0.0,none
2022-03-17,31.5,40.6,20.0,30.7,1007.1,6.2,3.8,25.2,0,24.8,10,3,0.0,none
2022-03-18,31.8,39.0,24.0,35.5,1006.5,0.6,3.7,16.6,0,24.8,10,3,0.0,none
2022-03-19,31.0,40.0,22.0,43.9,1006.0,22.0,3.7,14.8,0,24.0,9,3,0.0,none
2022-03-20,31.0,39.0,24.0,49.3,1006.1,40.9,3.6,7.6,0,20.7,8,3,0.0,none
2022-03-21,31.0,39.0,24.9,41.7,1007.5,43.2,3.1,7.6,0,21.6,9,3,0.0,none
2022-03-22,30.9,39.7,21.0,34.0,1008.1,21.7,3.6,11.2,0,24.6,10,3,0.0,none
